text,label,language,source
FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from Enron (public corpus)),Safe,EN,Enron (public corpus) (sanitized)
We received your request. A representative will contact you within 2 business days. (sanitized sample from Enron (public corpus)),Phishing,EN,Enron (public corpus) (sanitized)
"आपकी सदस्यता सफलतापूर्वक नवीनीकृत कर दी गई है। धन्यवाद। If you have questions, reply to this email.",Safe,HI,synthetic
"पासवर्ड रिसेट अनुरोध प्राप्त भयो। २४ घण्टाभित्र [LINK] बाट रिसेट गर्नुहोस्। For support, contact helpdesk.",Phishing,NP,synthetic
"तपाईंको भुक्तानी असफल भयो। बिल विवरण अपडेट गर्न [LINK] मा क्लिक गर्नुहोस्। If you have questions, reply to this email.",Phishing,NP,synthetic
"Dear Customer, प्रिय प्रयोगकर्ता, तपाईँको खातामा असामान्य गतिविधि भेटियो। कृपया [LINK] मा गएर पुष्टि गर्नुहोस्। Sent from our secure servers.",Phishing,NP,synthetic
"स्मरण: परियोजना की समयसीमा अगले हफ्ते है। कृपया अपडेट साझा करें। If you have questions, reply to this email.",Safe,HI,synthetic
"आपकी सदस्यता सफलतापूर्वक नवीनीकृत कर दी गई है। धन्यवाद। For support, contact helpdesk.",Safe,HI,synthetic
"Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from SpamAssassin (public corpus)) For support, contact helpdesk.",Phishing,EN,SpamAssassin (public corpus) (sanitized)
"Welcome to our newsletter! Here are this month's updates and tips. If you have questions, reply to this email.",Safe,EN,synthetic
सूचना: Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from PhishTank (verified phishing)) Sent from our secure servers.,Safe,NP,PhishTank (verified phishing) (sanitized)
"Hello, Unusual login attempt from a new device. Secure your account here: [LINK]. For support, contact helpdesk.",Phishing,EN,synthetic
"सूचना: FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from PhishTank (verified phishing)) For support, contact helpdesk.",Safe,NP,PhishTank (verified phishing) (sanitized)
"Dear Customer, You won a reward! Claim your prize by filling the form at [LINK]. For support, contact helpdesk.",Phishing,EN,synthetic
Reminder: Team meeting tomorrow at 10:00 AM. Agenda attached. Sent from our secure servers.,Safe,EN,synthetic
"Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from HuggingFace (phishing datasets)) For support, contact helpdesk.",Safe,EN,HuggingFace (phishing datasets) (sanitized)
तपाईंको सदस्यता सफलतापूर्वक नवीकरण गरिएको छ। धन्यवाद।,Safe,NP,synthetic
"नमस्ते, आपकी बुकिंग सफलतापूर्वक पुष्टि हो गई है। विवरण संलग्न हैं। Sent from our secure servers.",Safe,HI,synthetic
"टिकट सूचना: तपाईंको यात्रा समय परिवर्तन गरिएको छ। कृपया विवरण जाँच गर्नुहोस्। If you have questions, reply to this email.",Safe,NP,synthetic
"Hello, आपका भुगतान असफल रहा। कृपया [LINK] पर जाकर अपना बिलिंग विवरण अपडेट करें। Sent from our secure servers.",Phishing,HI,synthetic
"हमारे न्यूजलेटर में आपका स्वागत है! इस महीने की मुख्य जानकारी नीचे है। If you have questions, reply to this email.",Safe,HI,synthetic
"आपने इनाम जीता! प्राप्त करने के लिए [LINK] पर फॉर्म भरें। If you have questions, reply to this email.",Phishing,HI,synthetic
"Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from Enron (public corpus)) If you have questions, reply to this email.",Phishing,EN,Enron (public corpus) (sanitized)
"Hello, Password reset requested. Reset using: [LINK]. This expires in 24 hours. For support, contact helpdesk.",Phishing,EN,synthetic
"Hello, तपाईंले पुरस्कार जित्नुभयो! दाबी गर्न [LINK] मा फर्म भर्नुहोस्। Sent from our secure servers.",Phishing,NP,synthetic
"Dear Customer, नए डिवाइस से असामान्य लॉगिन। यदि आपने नहीं किया तो [LINK] पर जाएँ और सुरक्षित करें। For support, contact helpdesk.",Phishing,HI,synthetic
सूचना: Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from PhishTank (verified phishing)) Sent from our secure servers.,Phishing,NP,PhishTank (verified phishing) (sanitized)
"Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from Enron (public corpus)) For support, contact helpdesk.",Phishing,EN,Enron (public corpus) (sanitized)
"प्रिय उपयोगकर्ता, आपके खाते में असामान्य गतिविधि मिली। तुरंत [LINK] पर जाकर सत्यापित करें। For support, contact helpdesk.",Phishing,HI,synthetic
सूचना: Notification: Scheduled maintenance tonight. Services may be temporarily unavailable. (sanitized sample from PhishTank (verified phishing)),Safe,NP,PhishTank (verified phishing) (sanitized)
"Attention: Your payment could not be processed. Update billing information here: [LINK]. If you have questions, reply to this email.",Phishing,EN,synthetic
"Dear Customer, Dear user, we detected suspicious activity on your account. Verify now at [LINK] to avoid suspension.",Phishing,EN,synthetic
"पासवर्ड रिसेट अनुरोध प्राप्त भयो। २४ घण्टाभित्र [LINK] बाट रिसेट गर्नुहोस्। If you have questions, reply to this email.",Phishing,NP,synthetic
Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from Enron (public corpus)),Safe,EN,Enron (public corpus) (sanitized)
Attention: आपका भुगतान असफल रहा। कृपया [LINK] पर जाकर अपना बिलिंग विवरण अपडेट करें।,Phishing,HI,synthetic
Welcome to our newsletter! Here are this month's updates and tips.,Safe,EN,synthetic
"Welcome to our newsletter! Here are this month's updates and tips. If you have questions, reply to this email.",Safe,EN,synthetic
"Hello, प्रिय उपयोगकर्ता, आपके खाते में असामान्य गतिविधि मिली। तुरंत [LINK] पर जाकर सत्यापित करें।",Phishing,HI,synthetic
"We received your request. A representative will contact you within 2 business days. (sanitized sample from Kaggle (phishing collections)) For support, contact helpdesk.",Safe,EN,Kaggle (phishing collections) (sanitized)
Password reset requested. Reset using: [LINK]. This expires in 24 hours.,Phishing,EN,synthetic
Your subscription has been renewed successfully. No action needed. Sent from our secure servers.,Safe,EN,synthetic
Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from HuggingFace (phishing datasets)) Sent from our secure servers.,Phishing,EN,HuggingFace (phishing datasets) (sanitized)
नोटिस: Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from Enron (public corpus)),Safe,HI,Enron (public corpus) (sanitized)
Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from SpamAssassin (public corpus)),Phishing,EN,SpamAssassin (public corpus) (sanitized)
Reminder: Company policy update requires your acknowledgment. Please visit the internal portal to sign. (sanitized sample from Enron (public corpus)) Sent from our secure servers.,Safe,EN,Enron (public corpus) (sanitized)
"तपाईंको सदस्यता सफलतापूर्वक नवीकरण गरिएको छ। धन्यवाद। For support, contact helpdesk.",Safe,NP,synthetic
आपने इनाम जीता! प्राप्त करने के लिए [LINK] पर फॉर्म भरें। Sent from our secure servers.,Phishing,HI,synthetic
"Hello, Unusual login attempt from a new device. Secure your account here: [LINK]. If you have questions, reply to this email.",Phishing,EN,synthetic
Password reset requested. Reset using: [LINK]. This expires in 24 hours.,Phishing,EN,synthetic
आपकी सदस्यता सफलतापूर्वक नवीनीकृत कर दी गई है। धन्यवाद।,Safe,HI,synthetic
सूचना: Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from HuggingFace (phishing datasets)),Safe,NP,HuggingFace (phishing datasets) (sanitized)
Your payment could not be processed. Update billing information here: [LINK].,Phishing,EN,synthetic
"Hello, प्रिय उपयोगकर्ता, आपके खाते में असामान्य गतिविधि मिली। तुरंत [LINK] पर जाकर सत्यापित करें। If you have questions, reply to this email.",Phishing,HI,synthetic
"प्रिय उपयोगकर्ता, आपके खाते में असामान्य गतिविधि मिली। तुरंत [LINK] पर जाकर सत्यापित करें। Sent from our secure servers.",Phishing,HI,synthetic
"Your payment could not be processed. Update billing information here: [LINK]. If you have questions, reply to this email.",Phishing,EN,synthetic
"Dear Customer, पासवर्ड रिसेट अनुरोध प्राप्त भयो। २४ घण्टाभित्र [LINK] बाट रिसेट गर्नुहोस्।",Phishing,NP,synthetic
Welcome to our newsletter! Here are this month's updates and tips. Sent from our secure servers.,Safe,EN,synthetic
"Notification: Scheduled maintenance tonight. Services may be temporarily unavailable. (sanitized sample from SpamAssassin (public corpus)) If you have questions, reply to this email.",Safe,EN,SpamAssassin (public corpus) (sanitized)
"Hello, Dear user, we detected suspicious activity on your account. Verify now at [LINK] to avoid suspension.",Phishing,EN,synthetic
"सूचना: We received your request. A representative will contact you within 2 business days. (sanitized sample from Kaggle (phishing collections)) If you have questions, reply to this email.",Phishing,NP,Kaggle (phishing collections) (sanitized)
"Thank you for your purchase. Your invoice is attached to this email. For support, contact helpdesk.",Safe,EN,synthetic
सूचना: Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from Kaggle (phishing collections)) Sent from our secure servers.,Phishing,NP,Kaggle (phishing collections) (sanitized)
"Hello, Password reset requested. Reset using: [LINK]. This expires in 24 hours. For support, contact helpdesk.",Phishing,EN,synthetic
"टिकट सूचना: तपाईंको यात्रा समय परिवर्तन गरिएको छ। कृपया विवरण जाँच गर्नुहोस्। For support, contact helpdesk.",Safe,NP,synthetic
"नोटिस: Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from Kaggle (phishing collections)) If you have questions, reply to this email.",Phishing,HI,Kaggle (phishing collections) (sanitized)
"Unusual login attempt from a new device. Secure your account here: [LINK]. For support, contact helpdesk.",Phishing,EN,synthetic
"Dear Customer, Unusual login attempt from a new device. Secure your account here: [LINK]. For support, contact helpdesk.",Phishing,EN,synthetic
स्मरण: प्रस्तुति मिति नजिकै छ। तयारीहरू साझा गर्नुहोस्।,Safe,NP,synthetic
"नमस्ते, आपकी बुकिंग सफलतापूर्वक पुष्टि हो गई है। विवरण संलग्न हैं। For support, contact helpdesk.",Safe,HI,synthetic
"Hello, your order #20090 has been shipped. Track it using the tracking number attached. For support, contact helpdesk.",Safe,EN,synthetic
"सूचना: Notification: Scheduled maintenance tonight. Services may be temporarily unavailable. (sanitized sample from HuggingFace (phishing datasets)) If you have questions, reply to this email.",Safe,NP,HuggingFace (phishing datasets) (sanitized)
सूचना: Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from Enron (public corpus)) Sent from our secure servers.,Phishing,NP,Enron (public corpus) (sanitized)
"पासवर्ड रीसेट का अनुरोध मिला। इसे 24 घंटे में [LINK] से रीसेट करें। For support, contact helpdesk.",Phishing,HI,synthetic
Attention: नए डिवाइस से असामान्य लॉगिन। यदि आपने नहीं किया तो [LINK] पर जाएँ और सुरक्षित करें।,Phishing,HI,synthetic
नोटिस: Notification: Scheduled maintenance tonight. Services may be temporarily unavailable. (sanitized sample from Enron (public corpus)),Safe,HI,Enron (public corpus) (sanitized)
"Dear Customer, Unusual login attempt from a new device. Secure your account here: [LINK]. Sent from our secure servers.",Phishing,EN,synthetic
"Dear Customer, प्रिय प्रयोगकर्ता, तपाईँको खातामा असामान्य गतिविधि भेटियो। कृपया [LINK] मा गएर पुष्टि गर्नुहोस्। If you have questions, reply to this email.",Phishing,NP,synthetic
We received your request. A representative will contact you within 2 business days. (sanitized sample from Kaggle (phishing collections)),Phishing,EN,Kaggle (phishing collections) (sanitized)
हमारे न्यूजलेटर में आपका स्वागत है! इस महीने की मुख्य जानकारी नीचे है।,Safe,HI,synthetic
"Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from Enron (public corpus)) If you have questions, reply to this email.",Phishing,EN,Enron (public corpus) (sanitized)
नोटिस: Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from PhishTank (verified phishing)),Phishing,HI,PhishTank (verified phishing) (sanitized)
"Thank you for your purchase. Your invoice is attached to this email. For support, contact helpdesk.",Safe,EN,synthetic
स्मरण: प्रस्तुति मिति नजिकै छ। तयारीहरू साझा गर्नुहोस्।,Safe,NP,synthetic
"Dear Customer, You won a reward! Claim your prize by filling the form at [LINK].",Phishing,EN,synthetic
Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from HuggingFace (phishing datasets)),Safe,EN,HuggingFace (phishing datasets) (sanitized)
"Dear Customer, Dear user, we detected suspicious activity on your account. Verify now at [LINK] to avoid suspension.",Phishing,EN,synthetic
आपने इनाम जीता! प्राप्त करने के लिए [LINK] पर फॉर्म भरें।,Phishing,HI,synthetic
Unusual login attempt from a new device. Secure your account here: [LINK]. Sent from our secure servers.,Phishing,EN,synthetic
Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from SpamAssassin (public corpus)),Phishing,EN,SpamAssassin (public corpus) (sanitized)
"स्मरण: परियोजना की समयसीमा अगले हफ्ते है। कृपया अपडेट साझा करें। For support, contact helpdesk.",Safe,HI,synthetic
"Attention: प्रिय उपयोगकर्ता, आपके खाते में असामान्य गतिविधि मिली। तुरंत [LINK] पर जाकर सत्यापित करें। For support, contact helpdesk.",Phishing,HI,synthetic
"Hello, आपका भुगतान असफल रहा। कृपया [LINK] पर जाकर अपना बिलिंग विवरण अपडेट करें। For support, contact helpdesk.",Phishing,HI,synthetic
"Hello, your order #40297 has been shipped. Track it using the tracking number attached.",Safe,EN,synthetic
"Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from HuggingFace (phishing datasets)) If you have questions, reply to this email.",Phishing,EN,HuggingFace (phishing datasets) (sanitized)
Thank you for your purchase. Your invoice is attached to this email. Sent from our secure servers.,Safe,EN,synthetic
Attention: नए डिवाइस से असामान्य लॉगिन। यदि आपने नहीं किया तो [LINK] पर जाएँ और सुरक्षित करें। Sent from our secure servers.,Phishing,HI,synthetic
"Hello, You won a reward! Claim your prize by filling the form at [LINK]. If you have questions, reply to this email.",Phishing,EN,synthetic
आपकी सदस्यता सफलतापूर्वक नवीनीकृत कर दी गई है। धन्यवाद। Sent from our secure servers.,Safe,HI,synthetic
"स्मरण: परियोजना की समयसीमा अगले हफ्ते है। कृपया अपडेट साझा करें। For support, contact helpdesk.",Safe,HI,synthetic
"सूचना: Alert: Unusual sign-in detected. If this wasn't you, reset your password immediately. (sanitized sample from Kaggle (phishing collections)) For support, contact helpdesk.",Phishing,NP,Kaggle (phishing collections) (sanitized)
Attention: पासवर्ड रीसेट का अनुरोध मिला। इसे 24 घंटे में [LINK] से रीसेट करें।,Phishing,HI,synthetic
"नोटिस: FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from SpamAssassin (public corpus)) If you have questions, reply to this email.",Safe,HI,SpamAssassin (public corpus) (sanitized)
Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from PhishTank (verified phishing)),Safe,EN,PhishTank (verified phishing) (sanitized)
आपका भुगतान असफल रहा। कृपया [LINK] पर जाकर अपना बिलिंग विवरण अपडेट करें।,Phishing,HI,synthetic
स्मरण: प्रस्तुति मिति नजिकै छ। तयारीहरू साझा गर्नुहोस्।,Safe,NP,synthetic
"Dear Customer, नयाँ उपकरणबाट असामान्य लगइन। यदि यो तपाईंले गर्नुभएको होइन भने [LINK] मा गएर सुरक्षित गर्नुहोस्। For support, contact helpdesk.",Phishing,NP,synthetic
"Hello, आपने इनाम जीता! प्राप्त करने के लिए [LINK] पर फॉर्म भरें।",Phishing,HI,synthetic
नोटिस: We received your request. A representative will contact you within 2 business days. (sanitized sample from Enron (public corpus)) Sent from our secure servers.,Safe,HI,Enron (public corpus) (sanitized)
"Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from Enron (public corpus)) If you have questions, reply to this email.",Phishing,EN,Enron (public corpus) (sanitized)
आपकी सदस्यता सफलतापूर्वक नवीनीकृत कर दी गई है। धन्यवाद।,Safe,HI,synthetic
"Hello, प्रिय प्रयोगकर्ता, तपाईँको खातामा असामान्य गतिविधि भेटियो। कृपया [LINK] मा गएर पुष्टि गर्नुहोस्। Sent from our secure servers.",Phishing,NP,synthetic
नोटिस: Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from HuggingFace (phishing datasets)),Phishing,HI,HuggingFace (phishing datasets) (sanitized)
नए डिवाइस से असामान्य लॉगिन। यदि आपने नहीं किया तो [LINK] पर जाएँ और सुरक्षित करें। Sent from our secure servers.,Phishing,HI,synthetic
"नमस्ते, आपकी बुकिंग सफलतापूर्वक पुष्टि हो गई है। विवरण संलग्न हैं।",Safe,HI,synthetic
Reminder: Team meeting tomorrow at 10:00 AM. Agenda attached. Sent from our secure servers.,Safe,EN,synthetic
Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from PhishTank (verified phishing)) Sent from our secure servers.,Safe,EN,PhishTank (verified phishing) (sanitized)
"नोटिस: Notification: Scheduled maintenance tonight. Services may be temporarily unavailable. (sanitized sample from PhishTank (verified phishing)) For support, contact helpdesk.",Safe,HI,PhishTank (verified phishing) (sanitized)
Welcome to our newsletter! Here are this month's updates and tips. Sent from our secure servers.,Safe,EN,synthetic
"Dear Customer, Password reset requested. Reset using: [LINK]. This expires in 24 hours. Sent from our secure servers.",Phishing,EN,synthetic
"Attention: Dear user, we detected suspicious activity on your account. Verify now at [LINK] to avoid suspension.",Phishing,EN,synthetic
Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from SpamAssassin (public corpus)) Sent from our secure servers.,Safe,EN,SpamAssassin (public corpus) (sanitized)
"Alert: Unusual sign-in detected. If this wasn't you, reset your password immediately. (sanitized sample from Enron (public corpus)) Sent from our secure servers.",Phishing,EN,Enron (public corpus) (sanitized)
सूचना: Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from Kaggle (phishing collections)) Sent from our secure servers.,Phishing,NP,Kaggle (phishing collections) (sanitized)
"टिकट अपडेट: आपकी यात्रा का समय बदल दिया गया है। कृपया संलग्न विवरण देखें। For support, contact helpdesk.",Safe,HI,synthetic
"टिकट अपडेट: आपकी यात्रा का समय बदल दिया गया है। कृपया संलग्न विवरण देखें। If you have questions, reply to this email.",Safe,HI,synthetic
तपाईंको सदस्यता सफलतापूर्वक नवीकरण गरिएको छ। धन्यवाद।,Safe,NP,synthetic
Attention: Password reset requested. Reset using: [LINK]. This expires in 24 hours.,Phishing,EN,synthetic
Attention: Unusual login attempt from a new device. Secure your account here: [LINK]. Sent from our secure servers.,Phishing,EN,synthetic
Reminder: Company policy update requires your acknowledgment. Please visit the internal portal to sign. (sanitized sample from PhishTank (verified phishing)) Sent from our secure servers.,Safe,EN,PhishTank (verified phishing) (sanitized)
Notification: Scheduled maintenance tonight. Services may be temporarily unavailable. (sanitized sample from PhishTank (verified phishing)),Safe,EN,PhishTank (verified phishing) (sanitized)
Your subscription has been renewed successfully. No action needed.,Safe,EN,synthetic
"Hello, Your payment could not be processed. Update billing information here: [LINK]. Sent from our secure servers.",Phishing,EN,synthetic
Attention: नए डिवाइस से असामान्य लॉगिन। यदि आपने नहीं किया तो [LINK] पर जाएँ और सुरक्षित करें।,Phishing,HI,synthetic
"Notification: Scheduled maintenance tonight. Services may be temporarily unavailable. (sanitized sample from Kaggle (phishing collections)) For support, contact helpdesk.",Phishing,EN,Kaggle (phishing collections) (sanitized)
"Attention: आपका भुगतान असफल रहा। कृपया [LINK] पर जाकर अपना बिलिंग विवरण अपडेट करें। If you have questions, reply to this email.",Phishing,HI,synthetic
"Hello, Unusual login attempt from a new device. Secure your account here: [LINK].",Phishing,EN,synthetic
"We received your request. A representative will contact you within 2 business days. (sanitized sample from HuggingFace (phishing datasets)) For support, contact helpdesk.",Phishing,EN,HuggingFace (phishing datasets) (sanitized)
"Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from Kaggle (phishing collections)) For support, contact helpdesk.",Phishing,EN,Kaggle (phishing collections) (sanitized)
"Your subscription has been renewed successfully. No action needed. For support, contact helpdesk.",Safe,EN,synthetic
"Welcome to our newsletter! Here are this month's updates and tips. For support, contact helpdesk.",Safe,EN,synthetic
"प्रिय प्रयोगकर्ता, तपाईँको खातामा असामान्य गतिविधि भेटियो। कृपया [LINK] मा गएर पुष्टि गर्नुहोस्।",Phishing,NP,synthetic
"नोटिस: Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from HuggingFace (phishing datasets)) If you have questions, reply to this email.",Phishing,HI,HuggingFace (phishing datasets) (sanitized)
Your subscription has been renewed successfully. No action needed. Sent from our secure servers.,Safe,EN,synthetic
"Hello, Unusual login attempt from a new device. Secure your account here: [LINK].",Phishing,EN,synthetic
Unusual login attempt from a new device. Secure your account here: [LINK]. Sent from our secure servers.,Phishing,EN,synthetic
"Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from HuggingFace (phishing datasets)) If you have questions, reply to this email.",Safe,EN,HuggingFace (phishing datasets) (sanitized)
सूचना: FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from PhishTank (verified phishing)) Sent from our secure servers.,Phishing,NP,PhishTank (verified phishing) (sanitized)
"टिकट अपडेट: आपकी यात्रा का समय बदल दिया गया है। कृपया संलग्न विवरण देखें। For support, contact helpdesk.",Safe,HI,synthetic
"Reminder: Team meeting tomorrow at 10:00 AM. Agenda attached. For support, contact helpdesk.",Safe,EN,synthetic
"Hello, Dear user, we detected suspicious activity on your account. Verify now at [LINK] to avoid suspension.",Phishing,EN,synthetic
Your subscription has been renewed successfully. No action needed.,Safe,EN,synthetic
"Hello, your order #19512 has been shipped. Track it using the tracking number attached. For support, contact helpdesk.",Safe,EN,synthetic
"नोटिस: Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from Kaggle (phishing collections)) For support, contact helpdesk.",Safe,HI,Kaggle (phishing collections) (sanitized)
Reminder: Team meeting tomorrow at 10:00 AM. Agenda attached.,Safe,EN,synthetic
Thank you for your purchase. Your invoice is attached to this email. Sent from our secure servers.,Safe,EN,synthetic
"Notification: Scheduled maintenance tonight. Services may be temporarily unavailable. (sanitized sample from Enron (public corpus)) For support, contact helpdesk.",Safe,EN,Enron (public corpus) (sanitized)
"Thank you for your purchase. Your invoice is attached to this email. For support, contact helpdesk.",Safe,EN,synthetic
Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from SpamAssassin (public corpus)) Sent from our secure servers.,Safe,EN,SpamAssassin (public corpus) (sanitized)
"Dear Customer, Dear user, we detected suspicious activity on your account. Verify now at [LINK] to avoid suspension. For support, contact helpdesk.",Phishing,EN,synthetic
"Hello, आपका भुगतान असफल रहा। कृपया [LINK] पर जाकर अपना बिलिंग विवरण अपडेट करें। If you have questions, reply to this email.",Phishing,HI,synthetic
"FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from HuggingFace (phishing datasets)) If you have questions, reply to this email.",Phishing,EN,HuggingFace (phishing datasets) (sanitized)
"Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from Kaggle (phishing collections)) For support, contact helpdesk.",Safe,EN,Kaggle (phishing collections) (sanitized)
"नमस्ते, आपकी बुकिंग सफलतापूर्वक पुष्टि हो गई है। विवरण संलग्न हैं।",Safe,HI,synthetic
"Dear Customer, You won a reward! Claim your prize by filling the form at [LINK].",Phishing,EN,synthetic
"सूचना: Alert: Unusual sign-in detected. If this wasn't you, reset your password immediately. (sanitized sample from PhishTank (verified phishing)) If you have questions, reply to this email.",Phishing,NP,PhishTank (verified phishing) (sanitized)
"Dear user, we detected suspicious activity on your account. Verify now at [LINK] to avoid suspension.",Phishing,EN,synthetic
Your subscription has been renewed successfully. No action needed. Sent from our secure servers.,Safe,EN,synthetic
"We received your request. A representative will contact you within 2 business days. (sanitized sample from HuggingFace (phishing datasets)) If you have questions, reply to this email.",Safe,EN,HuggingFace (phishing datasets) (sanitized)
सूचना: Reminder: Company policy update requires your acknowledgment. Please visit the internal portal to sign. (sanitized sample from PhishTank (verified phishing)),Safe,NP,PhishTank (verified phishing) (sanitized)
"Hello, प्रिय प्रयोगकर्ता, तपाईँको खातामा असामान्य गतिविधि भेटियो। कृपया [LINK] मा गएर पुष्टि गर्नुहोस्। Sent from our secure servers.",Phishing,NP,synthetic
"Hello, Unusual login attempt from a new device. Secure your account here: [LINK]. For support, contact helpdesk.",Phishing,EN,synthetic
"Dear Customer, Unusual login attempt from a new device. Secure your account here: [LINK]. If you have questions, reply to this email.",Phishing,EN,synthetic
"नोटिस: Reminder: Company policy update requires your acknowledgment. Please visit the internal portal to sign. (sanitized sample from Kaggle (phishing collections)) For support, contact helpdesk.",Safe,HI,Kaggle (phishing collections) (sanitized)
टिकट सूचना: तपाईंको यात्रा समय परिवर्तन गरिएको छ। कृपया विवरण जाँच गर्नुहोस्। Sent from our secure servers.,Safe,NP,synthetic
"पासवर्ड रीसेट का अनुरोध मिला। इसे 24 घंटे में [LINK] से रीसेट करें। For support, contact helpdesk.",Phishing,HI,synthetic
"Dear Customer, नयाँ उपकरणबाट असामान्य लगइन। यदि यो तपाईंले गर्नुभएको होइन भने [LINK] मा गएर सुरक्षित गर्नुहोस्। Sent from our secure servers.",Phishing,NP,synthetic
"Your subscription has been renewed successfully. No action needed. If you have questions, reply to this email.",Safe,EN,synthetic
FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from PhishTank (verified phishing)) Sent from our secure servers.,Safe,EN,PhishTank (verified phishing) (sanitized)
"Attention: प्रिय प्रयोगकर्ता, तपाईँको खातामा असामान्य गतिविधि भेटियो। कृपया [LINK] मा गएर पुष्टि गर्नुहोस्। Sent from our secure servers.",Phishing,NP,synthetic
You won a reward! Claim your prize by filling the form at [LINK]. Sent from our secure servers.,Phishing,EN,synthetic
"Hello, Dear user, we detected suspicious activity on your account. Verify now at [LINK] to avoid suspension.",Phishing,EN,synthetic
"Reminder: Team meeting tomorrow at 10:00 AM. Agenda attached. If you have questions, reply to this email.",Safe,EN,synthetic
"Hello, your order #85341 has been shipped. Track it using the tracking number attached. If you have questions, reply to this email.",Safe,EN,synthetic
"Attention: Your payment could not be processed. Update billing information here: [LINK]. For support, contact helpdesk.",Phishing,EN,synthetic
आपकी सदस्यता सफलतापूर्वक नवीनीकृत कर दी गई है। धन्यवाद।,Safe,HI,synthetic
"Hello, Your payment could not be processed. Update billing information here: [LINK]. For support, contact helpdesk.",Phishing,EN,synthetic
We received your request. A representative will contact you within 2 business days. (sanitized sample from Kaggle (phishing collections)) Sent from our secure servers.,Safe,EN,Kaggle (phishing collections) (sanitized)
"Hello, Unusual login attempt from a new device. Secure your account here: [LINK]. For support, contact helpdesk.",Phishing,EN,synthetic
"स्मरण: परियोजना की समयसीमा अगले हफ्ते है। कृपया अपडेट साझा करें। If you have questions, reply to this email.",Safe,HI,synthetic
"Hello, Unusual login attempt from a new device. Secure your account here: [LINK]. If you have questions, reply to this email.",Phishing,EN,synthetic
"नमस्ते, आपकी बुकिंग सफलतापूर्वक पुष्टि हो गई है। विवरण संलग्न हैं। If you have questions, reply to this email.",Safe,HI,synthetic
Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from HuggingFace (phishing datasets)),Phishing,EN,HuggingFace (phishing datasets) (sanitized)
"हमारे न्यूजलेटर में आपका स्वागत है! इस महीने की मुख्य जानकारी नीचे है। If you have questions, reply to this email.",Safe,HI,synthetic
Attention: You won a reward! Claim your prize by filling the form at [LINK]. Sent from our secure servers.,Phishing,EN,synthetic
"Reminder: Team meeting tomorrow at 10:00 AM. Agenda attached. If you have questions, reply to this email.",Safe,EN,synthetic
Thank you for your purchase. Your invoice is attached to this email.,Safe,EN,synthetic
"Dear Customer, Password reset requested. Reset using: [LINK]. This expires in 24 hours.",Phishing,EN,synthetic
"Hello, your order #83214 has been shipped. Track it using the tracking number attached. If you have questions, reply to this email.",Safe,EN,synthetic
टिकट अपडेट: आपकी यात्रा का समय बदल दिया गया है। कृपया संलग्न विवरण देखें।,Safe,HI,synthetic
Your subscription has been renewed successfully. No action needed. Sent from our secure servers.,Safe,EN,synthetic
